algorithm,scenario_index,nDevices,nGateways,radius,simulationTime,appPeriod,payloadSize,best_solution,mean_solution,worst_solution,std_solution,mean_time
CS,432,200,1,7500,3600,600,30,0.8016666666666666,0.7803333333333333,0.7633333333333333,0.0126556970043797,6920.839612579346
CS,433,200,1,7500,3600,600,40,0.7983333333333333,0.78,0.7633333333333333,0.0119373363863133,6924.232522010803
CS,434,200,1,7500,3600,600,50,0.7775,0.7671666666666667,0.7616666666666667,0.0056911236929879,6925.518449497223
CS,435,200,1,7500,3600,900,10,0.8475,0.8092500000000001,0.78,0.0244770300485986,5992.368213558197
CS,436,200,1,7500,3600,900,20,0.84875,0.82225,0.8025,0.0164582805906327,5994.11002163887
CS,437,200,1,7500,3600,900,30,0.815,0.7927500000000001,0.7775,0.0122065556157336,5992.823281812668
CS,438,200,1,7500,3600,900,40,0.81875,0.8032499999999999,0.78125,0.0130527774822066,5992.812269878387
CS,439,200,1,7500,3600,900,50,0.80375,0.7927500000000001,0.7775,0.0092668764964253,5999.96801776886
CS,440,300,1,7500,3600,60,10,0.6294833407657514,0.6241343887833875,0.6214336317382624,0.0028557593139352,53763.62906475067
CS,441,300,1,7500,3600,60,20,0.6166191597471806,0.6056891676673067,0.5996656636576396,0.0057360815803014,52120.962566947936
CS,442,300,1,7500,3600,60,30,0.5954937138013844,0.5863062147727194,0.5708974358974359,0.0083543127955251,51024.18474364281
CS,443,300,1,7500,3600,60,40,0.5769444059337308,0.5716720882802182,0.5640541815486219,0.0046768329538381,50067.777442407605
CS,444,300,1,7500,3600,60,50,0.5550545966889749,0.552579268980926,0.5456725365305358,0.0034750172243252,48586.73441987038
CS,445,300,1,7500,3600,300,10,0.7436111111111111,0.7344999999999999,0.7277777777777777,0.005514850881657,17174.002522993087
CS,446,300,1,7500,3600,300,20,0.7427777777777778,0.7356111111111112,0.7322222222222222,0.003744955454745,17169.467757749557
CS,447,300,1,7500,3600,300,30,0.7333333333333333,0.7212222222222222,0.7113888888888888,0.0079458040794582,17160.723238611223
CS,448,300,1,7500,3600,300,40,0.7161111111111111,0.7104444444444444,0.7013888888888888,0.0049115635789556,17157.74272942543
CS,449,300,1,7500,3600,300,50,0.7136111111111111,0.7012222222222222,0.6938888888888889,0.0074527317056595,17162.970705270767
CS,450,300,1,7500,3600,600,10,0.8055555555555556,0.7755555555555557,0.7572222222222222,0.0164916739187377,10683.606352281571
CS,451,300,1,7500,3600,600,20,0.7688888888888888,0.7586666666666666,0.7533333333333333,0.005506449641495,10673.801445961
CS,452,300,1,7500,3600,600,30,0.7661111111111111,0.7527777777777777,0.7461111111111111,0.0075113083471802,10674.14425983429
CS,453,300,1,7500,3600,600,40,0.7527777777777778,0.7428888888888888,0.7333333333333333,0.0068709443705512,10677.635766887664
CS,454,300,1,7500,3600,600,50,0.7433333333333333,0.7376666666666666,0.7327777777777778,0.0038070759331137,10683.2000998497
CS,455,300,1,7500,3600,900,10,0.8525,0.7961666666666667,0.7616666666666667,0.0315374556854403,8509.284216547012
CS,456,300,1,7500,3600,900,20,0.8233333333333334,0.7901666666666667,0.7633333333333333,0.0272049832036542,8517.806367397308
CS,457,300,1,7500,3600,900,30,0.7816666666666666,0.7676666666666667,0.7591666666666667,0.0084557672626438,8519.38632593155
CS,458,300,1,7500,3600,900,40,0.7791666666666667,0.7696666666666666,0.76,0.0080381037011916,8517.188261795043
CS,459,300,1,7500,3600,900,50,0.7741666666666667,0.7551666666666667,0.7416666666666667,0.010690078473883,8522.910254955292
CS,460,400,1,7500,3600,60,10,0.6154505212051977,0.6042024435262068,0.5980341193705402,0.0060480830073277,77859.20614471435
CS,461,400,1,7500,3600,60,20,0.5873451197414173,0.5821378162371985,0.5773904623577826,0.004057386838908,75718.09134435654
CS,462,400,1,7500,3600,60,30,0.5772444716192805,0.5668613226392443,0.5623176536827558,0.0053377574446067,73934.81429371834
CS,463,400,1,7500,3600,60,40,0.5563046558209976,0.5489510344361223,0.540773855403114,0.0051994699619337,72661.55822663307
CS,464,400,1,7500,3600,60,50,0.5317496807151979,0.5291961977350516,0.5214187517184493,0.003913961672399,70425.31061296463
CS,465,400,1,7500,3600,300,10,0.7345833333333334,0.7302083333333333,0.7260416666666667,0.0034786052441236,27411.942650699617
CS,466,400,1,7500,3600,300,20,0.7160416666666667,0.7139583333333335,0.7120833333333333,0.0017529736639969,27400.49040336609
CS,467,400,1,7500,3600,300,30,0.71375,0.70825,0.7035416666666666,0.0032718284049001,27386.00149264336
CS,468,400,1,7500,3600,300,40,0.70125,0.6997916666666667,0.6983333333333334,0.0009501461875826,27313.91690635681
CS,469,400,1,7500,3600,300,50,0.69625,0.6929166666666667,0.69,0.0024579802006254,27282.87563624382
CS,470,400,1,7500,3600,600,10,0.76,0.7560833333333333,0.7491666666666666,0.0036761241666854,16052.180784511564
CS,471,400,1,7500,3600,600,20,0.75625,0.747,0.7366666666666667,0.0072858309981314,16044.815431547166
CS,472,400,1,7500,3600,600,30,0.7520833333333333,0.7423333333333333,0.735,0.0066175272320306,16030.734775733948
CS,473,400,1,7500,3600,600,40,0.7354166666666667,0.7296666666666667,0.7233333333333334,0.0040259574430603,15891.108577203751
CS,474,400,1,7500,3600,600,50,0.7333333333333333,0.729,0.725,0.0030345235760055,15773.799947500229
CS,475,400,1,7500,3600,900,10,0.7875,0.776375,0.75625,0.0105726652268952,12074.463892173768
CS,476,400,1,7500,3600,900,20,0.784375,0.766125,0.7525,0.0104388097980565,12078.998996973038
CS,477,400,1,7500,3600,900,30,0.7725,0.761125,0.749375,0.0087535707000057,12073.52054476738
CS,478,400,1,7500,3600,900,40,0.77125,0.75875,0.74875,0.0085421747816349,12071.76608595848
CS,479,400,1,7500,3600,900,50,0.749375,0.7442500000000001,0.73875,0.0047664189912344,11984.50612397194
CS,480,500,1,7500,3600,60,10,0.5841179932323084,0.5772430973283799,0.5708553249945774,0.0046372965665159,98961.3262454033
CS,481,500,1,7500,3600,60,20,0.5612822124450031,0.5512354711563637,0.5463234710874911,0.0055236448202765,96110.32123203276
CS,482,500,1,7500,3600,60,30,0.5301021700582622,0.5284174223367313,0.5243799831724028,0.0021217584107007,93945.4444990158
CS,483,500,1,7500,3600,60,40,0.513723373333887,0.5087202702779292,0.5008095605242868,0.0045329705794991,92166.84679088592
CS,484,500,1,7500,3600,60,50,0.4889426247526929,0.4880497800259192,0.4859311150029188,0.0010868970539024,88892.0938229084
CS,485,500,1,7500,3600,300,10,0.7133333333333334,0.7107666666666667,0.7093333333333334,0.0014817407180595,33751.63624062538
CS,486,500,1,7500,3600,300,20,0.7058333333333333,0.703,0.6963333333333334,0.0035496478698597,33394.18803863526
CS,487,500,1,7500,3600,300,30,0.697,0.6938333333333333,0.6918333333333333,0.002094967514996,33339.204876947406
CS,488,500,1,7500,3600,300,40,0.6875,0.6820333333333333,0.6765,0.0042234793450161,33310.99517431259
CS,489,500,1,7500,3600,300,50,0.674,0.6676666666666666,0.6651666666666667,0.0032540572964975,33276.75338230133
CS,490,500,1,7500,3600,600,10,0.7513333333333333,0.7463333333333333,0.7416666666666667,0.0039721250959376,20997.778519678115
CS,491,500,1,7500,3600,600,20,0.7416666666666667,0.7342000000000001,0.7296666666666667,0.0040033319456006,20969.694357156757
CS,492,500,1,7500,3600,600,30,0.733,0.7292,0.725,0.0031312049508846,20785.749903965
CS,493,500,1,7500,3600,600,40,0.7343333333333333,0.7268,0.72,0.005651351854006,20693.577381134037
CS,494,500,1,7500,3600,600,50,0.7196666666666667,0.7162000000000001,0.7123333333333334,0.0027455013709298,20673.76540989876
CS,495,500,1,7500,3600,900,10,0.775,0.7635,0.7525,0.0092897793299948,15537.718073225022
CS,496,500,1,7500,3600,900,20,0.76,0.7575000000000001,0.7535,0.0023021728866442,15431.519115543366
CS,497,500,1,7500,3600,900,30,0.763,0.7518,0.746,0.0060216276869298,15310.548208332062
CS,498,500,1,7500,3600,900,40,0.745,0.7379,0.7345,0.0039166312055132,15208.084934091568
CS,499,500,1,7500,3600,900,50,0.74,0.7318,0.723,0.0060216276869298,15188.01046590805
PSO,300,100,1,7500,3600,60,10,0.908069270449521,0.8828262648257809,0.8707294552169899,0.0134750299640185,8953.28858537674
PSO,301,100,1,7500,3600,60,20,0.8903327426658791,0.8517449733463689,0.7987563595251554,0.0308234657115105,8670.701832056046
PSO,302,100,1,7500,3600,60,30,0.8715633976200247,0.8556155027948897,0.8422491214369386,0.0098748209557324,8507.993351125717
PSO,303,100,1,7500,3600,60,40,0.8895116092874299,0.8632931601195695,0.8260178748758689,0.0225086823980573,8382.606788587571
PSO,304,100,1,7500,3600,60,50,0.8497907949790795,0.82875302509589,0.8091005291005291,0.0149324258490094,8093.170040273666
PSO,305,100,1,7500,3600,300,10,0.9258333333333332,0.8811666666666668,0.78,0.0530921630542378,4386.990109872818
PSO,306,100,1,7500,3600,300,20,0.91,0.9005000000000001,0.88,0.011,4389.764033889771
PSO,307,100,1,7500,3600,300,30,0.95,0.9165,0.8875,0.0228910462845191,4394.2883133888245
PSO,308,100,1,7500,3600,300,40,0.915,0.9066666666666666,0.8983333333333333,0.005451809077932,4394.457917308808
PSO,309,100,1,7500,3600,300,50,0.9516666666666668,0.9056666666666666,0.8441666666666666,0.0379817207497384,4379.020939207077
PSO,310,100,1,7500,3600,600,10,0.95,0.92,0.89,0.0219089023002066,3815.9348072052
PSO,311,100,1,7500,3600,600,20,0.9533333333333334,0.9273333333333332,0.9166666666666666,0.0138884444373331,3815.436523246765
PSO,312,100,1,7500,3600,600,30,0.9483333333333334,0.9263333333333332,0.8966666666666666,0.0192757763930679,3802.53077583313
PSO,313,100,1,7500,3600,600,40,0.95,0.9133333333333332,0.85,0.039665266081716,3801.893675804138
PSO,314,100,1,7500,3600,600,50,0.94,0.916,0.89,0.0185472369909913,3803.6596135139466
PSO,315,100,1,7500,3600,900,10,0.96,0.9335,0.9,0.022781571499789,3621.2981667041777
PSO,316,100,1,7500,3600,900,20,0.93,0.908,0.89,0.0183303027798233,3619.787203645706
PSO,317,100,1,7500,3600,900,30,0.93,0.899,0.83,0.0361109401705356,3618.677008342743
PSO,318,100,1,7500,3600,900,40,0.955,0.911,0.87,0.0316859590355097,3619.640759181976
PSO,319,100,1,7500,3600,900,50,0.96,0.927,0.88,0.030265491900843,3622.507955551148
PSO,320,200,1,7500,3600,60,10,0.8000884564352057,0.7749123418334178,0.741009125067096,0.0213895290794317,24957.122671365734
PSO,321,200,1,7500,3600,60,20,0.7757806826434277,0.7622766146793919,0.7478407810739767,0.0117661746968453,24219.766737508773
PSO,322,200,1,7500,3600,60,30,0.755656108597285,0.7313819780190738,0.689117199391172,0.0236644092087489,23337.47729525566
PSO,323,200,1,7500,3600,60,40,0.7582826896686924,0.7277983229751486,0.7043774872086412,0.0218622412414507,22973.21569185257
PSO,324,200,1,7500,3600,60,50,0.7407260069617105,0.7213368005675361,0.688921859545005,0.0180674679190544,22524.451842880248
PSO,325,200,1,7500,3600,300,10,0.8516666666666667,0.8338333333333333,0.8066666666666666,0.0164768355915543,7686.700738716126
PSO,326,200,1,7500,3600,300,20,0.8795833333333334,0.8314166666666667,0.7804166666666666,0.0323442850868245,7685.10931315422
PSO,327,200,1,7500,3600,300,30,0.84875,0.8278333333333332,0.80375,0.0150517625398341,7680.5147585392
PSO,328,200,1,7500,3600,300,40,0.8729166666666667,0.8355,0.7825,0.0297879076882624,7704.485714864731
PSO,329,200,1,7500,3600,300,50,0.8333333333333334,0.82125,0.8091666666666667,0.0099930531426141,7707.032288265228
PSO,330,200,1,7500,3600,600,10,0.9008333333333334,0.8675,0.8375,0.0239849489842646,5458.0844808578495
PSO,331,200,1,7500,3600,600,20,0.8716666666666667,0.8181666666666667,0.7525,0.0381313519298752,5448.519902276993
PSO,332,200,1,7500,3600,600,30,0.8533333333333334,0.8285,0.8066666666666666,0.018076995817275,5449.531832504273
PSO,333,200,1,7500,3600,600,40,0.8575,0.8355,0.8066666666666666,0.0233011683064271,5449.869532966613
PSO,334,200,1,7500,3600,600,50,0.8591666666666666,0.8308333333333333,0.75,0.040766952847183,5454.382919216156
PSO,335,200,1,7500,3600,900,10,0.85,0.8365,0.80875,0.014435200033252,4709.314220952988
PSO,336,200,1,7500,3600,900,20,0.8625,0.8397500000000001,0.80625,0.0199749843554381,4708.988136720657
PSO,337,200,1,7500,3600,900,30,0.8675,0.84825,0.8275,0.0149916643505649,4712.305675125122
PSO,338,200,1,7500,3600,900,40,0.87,0.8422500000000002,0.8025,0.0274248974473925,4725.238501739502
PSO,339,200,1,7500,3600,900,50,0.86375,0.8465,0.835,0.0106477697195234,4733.920153474808
PSO,340,300,1,7500,3600,60,10,0.7312496334955726,0.7117360293113194,0.695471078258829,0.0140833541209965,53199.95924072266
PSO,341,300,1,7500,3600,60,20,0.704658442275824,0.6927986863874046,0.68134872417983,0.0079596240453286,51171.6101518631
PSO,342,300,1,7500,3600,60,30,0.6842201055633077,0.6626078986216519,0.6460481099656358,0.0142628461590966,50337.06759853363
PSO,343,300,1,7500,3600,60,40,0.6707239357634464,0.6583453130165836,0.647491293692764,0.0080639874091947,49318.73844099045
PSO,344,300,1,7500,3600,60,50,0.6535294117647059,0.644339170723258,0.6367333551984257,0.0058713095988573,47483.07005443573
PSO,345,300,1,7500,3600,300,10,0.8272222222222222,0.7961666666666666,0.7780555555555555,0.0175166587377083,13440.634264469149
PSO,346,300,1,7500,3600,300,20,0.8033333333333333,0.7829999999999999,0.755,0.015770733951935,13424.295201921464
PSO,347,300,1,7500,3600,300,30,0.8080555555555555,0.7917222222222222,0.7547222222222222,0.0192525451259609,13422.43470044136
PSO,348,300,1,7500,3600,300,40,0.7705555555555555,0.7659444444444444,0.7608333333333334,0.0033175552504074,13420.719508075714
PSO,349,300,1,7500,3600,300,50,0.7922222222222223,0.779,0.77,0.0078892801154947,13417.601514434817
PSO,350,300,1,7500,3600,600,10,0.8388888888888889,0.8046666666666666,0.7827777777777778,0.0217465762879335,8367.515047359466
PSO,351,300,1,7500,3600,600,20,0.8294444444444444,0.7995555555555555,0.7688888888888888,0.0222677311788123,8366.943578147888
PSO,352,300,1,7500,3600,600,30,0.8238888888888889,0.806111111111111,0.7872222222222223,0.0159319540701643,8357.392835760116
PSO,353,300,1,7500,3600,600,40,0.8105555555555556,0.7977777777777779,0.7705555555555555,0.0143156652519168,8376.77591266632
PSO,354,300,1,7500,3600,600,50,0.8044444444444444,0.7918888888888889,0.7777777777777778,0.0112249721603218,8371.434856414795
PSO,355,300,1,7500,3600,900,10,0.83,0.797,0.7641666666666667,0.021019831905449,6671.099428844452
PSO,356,300,1,7500,3600,900,20,0.825,0.8043333333333333,0.7683333333333333,0.0193031373385548,6676.851297283172
PSO,357,300,1,7500,3600,900,30,0.8208333333333333,0.8089999999999999,0.8,0.0067164805598699,6664.231520795822
PSO,358,300,1,7500,3600,900,40,0.8216666666666667,0.7973333333333333,0.7658333333333334,0.0180539315508961,6662.709310150147
PSO,359,300,1,7500,3600,900,50,0.8166666666666667,0.8006666666666667,0.7825,0.0118836956466505,6669.243676996231
PSO,360,400,1,7500,3600,60,10,0.6931803192191004,0.6832189013744444,0.6742940603700097,0.0062215081662884,88785.52256512642
PSO,361,400,1,7500,3600,60,20,0.6666218034993271,0.6594974749577093,0.6505609844372059,0.0052625971922806,87149.43849992752
PSO,362,400,1,7500,3600,60,30,0.6505985707132778,0.6391684559996892,0.628903141238706,0.0070229521415238,85050.03226246833
PSO,363,400,1,7500,3600,60,40,0.6316252779836916,0.6184222786772985,0.5975828316713386,0.0120068805051089,83585.73093690872
PSO,364,400,1,7500,3600,60,50,0.6191412808827057,0.6075820084387071,0.5978551000953289,0.0073003601742023,81720.15114274024
PSO,365,400,1,7500,3600,300,10,0.7860416666666666,0.7775416666666667,0.764375,0.0085740240779279,21817.28863229752
PSO,366,400,1,7500,3600,300,20,0.7672916666666667,0.7612916666666666,0.7535416666666667,0.0050679411774188,21798.584835243222
PSO,367,400,1,7500,3600,300,30,0.7679166666666667,0.7598333333333334,0.7539583333333333,0.0048901119051044,21801.64298853874
PSO,368,400,1,7500,3600,300,40,0.7577083333333333,0.752,0.7435416666666667,0.0060446831550085,21811.434467744828
PSO,369,400,1,7500,3600,300,50,0.758125,0.749625,0.7433333333333333,0.0057030084653238,21815.14591674805
PSO,370,400,1,7500,3600,600,10,0.8025,0.7906666666666666,0.7795833333333333,0.0081590100161995,12538.24931359291
PSO,371,400,1,7500,3600,600,20,0.815,0.8011666666666667,0.7925,0.0077387911774959,12552.804864311218
PSO,372,400,1,7500,3600,600,30,0.8129166666666666,0.78975,0.7783333333333333,0.0131487219488773,12542.472911739347
PSO,373,400,1,7500,3600,600,40,0.8075,0.7768333333333334,0.7570833333333333,0.0197248433313029,12541.00229768753
PSO,374,400,1,7500,3600,600,50,0.7895833333333333,0.7765833333333333,0.76875,0.008745633831296,12540.75820364952
PSO,375,400,1,7500,3600,900,10,0.828125,0.8057500000000001,0.79,0.0124837394237463,9488.223444461824
PSO,376,400,1,7500,3600,900,20,0.806875,0.797125,0.785625,0.0073058195981012,9491.961873054504
PSO,377,400,1,7500,3600,900,30,0.806875,0.794875,0.78,0.0097899821246006,9483.954824209211
PSO,378,400,1,7500,3600,900,40,0.811875,0.7905000000000001,0.78,0.0110989864402115,9483.458074045182
PSO,379,400,1,7500,3600,900,50,0.793125,0.7863749999999999,0.783125,0.0035881750236018,9481.334080171586
PSO,380,500,1,7500,3600,60,10,0.6571810475218967,0.6377644593433557,0.6162940210015001,0.016054554588502,114337.64564347269
PSO,381,500,1,7500,3600,60,20,0.6280598935067719,0.6209565594524384,0.6136249190705705,0.005843775100892,109846.77293510437
PSO,382,500,1,7500,3600,60,30,0.6152261887556005,0.6082448056859147,0.6018693628164097,0.004729844479459,108614.99747452736
PSO,383,500,1,7500,3600,60,40,0.5830676195711929,0.5737018644504758,0.5574351479722324,0.009734941655437,106994.10332770347
PSO,384,500,1,7500,3600,60,50,0.5687358916478555,0.5604093629821565,0.5481831945495836,0.0074728328608648,105235.38279571533
PSO,385,500,1,7500,3600,300,10,0.781,0.7587666666666667,0.739,0.0143277508508643,32980.152351808545
PSO,386,500,1,7500,3600,300,20,0.77,0.7539,0.7348333333333333,0.0129200963188704,33001.89625020027
PSO,387,500,1,7500,3600,300,30,0.7626666666666667,0.742,0.7306666666666667,0.0130694724878669,33039.21337938309
PSO,388,500,1,7500,3600,300,40,0.756,0.7409,0.725,0.0118676029593174,33005.263041305545
PSO,389,500,1,7500,3600,300,50,0.7566666666666667,0.7334333333333334,0.7205,0.0128264483695907,33004.11459178924
PSO,390,500,1,7500,3600,600,10,0.7883333333333333,0.7685333333333333,0.7476666666666667,0.0132222035480726,18054.38786149025
PSO,391,500,1,7500,3600,600,20,0.7816666666666666,0.7699333333333334,0.751,0.0129467284584862,18059.30713191033
PSO,392,500,1,7500,3600,600,30,0.7716666666666666,0.76,0.7506666666666667,0.0071242933372759,18064.40070362091
PSO,393,500,1,7500,3600,600,40,0.7746666666666666,0.7485333333333333,0.7176666666666667,0.0198041522021126,18043.18738036156
PSO,394,500,1,7500,3600,600,50,0.7593333333333333,0.748,0.734,0.0091384413939747,18049.137893533705
PSO,395,500,1,7500,3600,900,10,0.7855,0.7796,0.773,0.0048826222462934,13224.304018449784
PSO,396,500,1,7500,3600,900,20,0.823,0.7899999999999999,0.775,0.0177510563065976,13225.856218862533
PSO,397,500,1,7500,3600,900,30,0.793,0.7841,0.776,0.0059949979149287,13212.147600603104
PSO,398,500,1,7500,3600,900,40,0.781,0.766,0.7475,0.010714476188783,13197.936722135544
PSO,399,500,1,7500,3600,900,50,0.777,0.7669,0.7485,0.0100169855745129,13204.535969305038
